datahora,Observado
2013-02-14 00:00:00+00:00,341.51
2013-02-15 00:00:00+00:00,359.9454166666667
2013-02-16 00:00:00+00:00,425.47375000000005
2013-02-17 00:00:00+00:00,519.8858333333334
2013-02-18 00:00:00+00:00,541.3675
2013-02-19 00:00:00+00:00,591.6325
2013-02-20 00:00:00+00:00,632.7391666666666
2013-02-21 00:00:00+00:00,644.6525
2013-02-22 00:00:00+00:00,669.43
2013-02-23 00:00:00+00:00,695.9791666666666
2013-02-24 00:00:00+00:00,698.6183333333333
2013-02-25 00:00:00+00:00,670.4458333333333
2013-02-26 00:00:00+00:00,630.2554166666667
2013-02-27 00:00:00+00:00,590.5433333333334
2013-02-28 00:00:00+00:00,552.17125
2013-03-01 00:00:00+00:00,511.3845833333333
2013-03-02 00:00:00+00:00,484.4791666666667
2013-03-03 00:00:00+00:00,471.37041666666664
2013-03-04 00:00:00+00:00,453.83125
2013-03-05 00:00:00+00:00,424.6275
2013-03-06 00:00:00+00:00,397.8433333333333
2013-03-07 00:00:00+00:00,387.1195833333333
2013-03-08 00:00:00+00:00,374.13000000000005
2013-03-09 00:00:00+00:00,349.2891666666667
2013-03-10 00:00:00+00:00,335.1354166666667
2013-03-11 00:00:00+00:00,346.9295833333333
2013-03-12 00:00:00+00:00,400.3979166666666
2013-03-13 00:00:00+00:00,422.28541666666666
2013-03-14 00:00:00+00:00,524.9729166666667
2013-03-15 00:00:00+00:00,626.2116666666667
2013-03-16 00:00:00+00:00,653.9825
2013-03-17 00:00:00+00:00,686.4541666666668
2013-03-18 00:00:00+00:00,746.4704166666667
2013-03-19 00:00:00+00:00,736.4308333333333
2013-03-20 00:00:00+00:00,718.0383333333333
2013-03-21 00:00:00+00:00,722.0316666666666
2013-03-22 00:00:00+00:00,811.8383333333333
2013-03-23 00:00:00+00:00,877.5533333333333
2013-03-24 00:00:00+00:00,850.665
2013-03-25 00:00:00+00:00,819.27875
2013-03-26 00:00:00+00:00,840.2325000000001
2013-03-27 00:00:00+00:00,817.0291666666667
2013-03-28 00:00:00+00:00,773.4154166666667
2013-03-29 00:00:00+00:00,729.265
2013-03-30 00:00:00+00:00,681.5854166666667
2013-03-31 00:00:00+00:00,633.4104166666667
2013-04-01 00:00:00+00:00,584.4745833333333
2013-04-02 00:00:00+00:00,538.365
2013-04-03 00:00:00+00:00,491.9895833333333
2013-04-04 00:00:00+00:00,458.99375000000003
2013-04-05 00:00:00+00:00,421.71000000000004
2013-04-06 00:00:00+00:00,410.91
2013-04-07 00:00:00+00:00,453.73
2013-04-08 00:00:00+00:00,501.675
2013-04-09 00:00:00+00:00,539.9275
2013-04-10 00:00:00+00:00,561.5058333333333
2013-04-11 00:00:00+00:00,555.25625
2013-04-12 00:00:00+00:00,539.5066666666667
2013-04-13 00:00:00+00:00,519.68375
2013-04-14 00:00:00+00:00,513.0420833333334
2013-04-15 00:00:00+00:00,485.28208333333333
2013-04-16 00:00:00+00:00,444.0125
2013-04-17 00:00:00+00:00,420.9920833333333
2013-04-18 00:00:00+00:00,406.02708333333334
2013-04-19 00:00:00+00:00,391.68125000000003
2013-04-20 00:00:00+00:00,375.75083333333333
2013-04-21 00:00:00+00:00,353.40083333333337
2013-04-22 00:00:00+00:00,324.87208333333336
2013-04-23 00:00:00+00:00,297.03791666666666
2013-04-24 00:00:00+00:00,276.32708333333335
2013-04-25 00:00:00+00:00,259.3525
2013-04-26 00:00:00+00:00,245.28083333333333
2013-04-27 00:00:00+00:00,231.46375
2013-04-28 00:00:00+00:00,221.15916666666666
2013-04-29 00:00:00+00:00,210.08333333333334
2013-04-30 00:00:00+00:00,203.86875
2013-05-01 00:00:00+00:00,198.14458333333334
2013-05-02 00:00:00+00:00,190.85333333333335
2013-05-03 00:00:00+00:00,184.20666666666668
2013-05-04 00:00:00+00:00,177.54999999999998
2013-05-05 00:00:00+00:00,175.5725
2013-05-06 00:00:00+00:00,172.92
2013-05-07 00:00:00+00:00,173.28208333333336
2013-05-08 00:00:00+00:00,170.9908333333333
2013-05-09 00:00:00+00:00,167.90083333333334
2013-05-10 00:00:00+00:00,166.71833333333333
2013-05-11 00:00:00+00:00,167.56666666666666
2013-05-12 00:00:00+00:00,166.88958333333332
2013-05-13 00:00:00+00:00,164.95916666666668
2013-05-14 00:00:00+00:00,158.33333333333334
2013-05-15 00:00:00+00:00,152.47583333333333
2013-05-16 00:00:00+00:00,154.09791666666666
2013-05-17 00:00:00+00:00,230.37041666666667
2013-05-18 00:00:00+00:00,268.21541666666667
2013-05-19 00:00:00+00:00,256.52125
2013-05-20 00:00:00+00:00,247.6775
2013-05-21 00:00:00+00:00,238.19083333333333
2013-05-22 00:00:00+00:00,229.0675
2013-05-23 00:00:00+00:00,218.1655
2013-05-24 00:00:00+00:00,206.81541666666666
2013-05-25 00:00:00+00:00,195.38333333333333
2013-05-26 00:00:00+00:00,185.66708333333335
2013-05-27 00:00:00+00:00,179.16458333333333
2013-05-28 00:00:00+00:00,188.43041666666667
2013-05-29 00:00:00+00:00,225.62166666666667
2013-05-30 00:00:00+00:00,265.62
2013-05-31 00:00:00+00:00,305.35083333333336
2013-06-01 00:00:00+00:00,372.2829166666667
2013-06-02 00:00:00+00:00,398.31583333333333
2013-06-03 00:00:00+00:00,551.535
2013-06-04 00:00:00+00:00,765.7991666666667
2013-06-05 00:00:00+00:00,768.2145833333334
2013-06-06 00:00:00+00:00,774.8345833333333
2013-06-07 00:00:00+00:00,780.4745833333333
2013-06-08 00:00:00+00:00,755.4033333333333
2013-06-09 00:00:00+00:00,693.8479166666666
2013-06-10 00:00:00+00:00,613.0816666666666
2013-06-11 00:00:00+00:00,534.7604166666666
2013-06-12 00:00:00+00:00,461.0025
2013-06-13 00:00:00+00:00,399.8808333333333
2013-06-14 00:00:00+00:00,358.74625
2013-06-15 00:00:00+00:00,332.7391666666667
2013-06-16 00:00:00+00:00,314.0729166666667
2013-06-17 00:00:00+00:00,302.2945833333333
2013-06-18 00:00:00+00:00,302.8120833333333
2013-06-19 00:00:00+00:00,304.2941666666667
2013-06-20 00:00:00+00:00,350.62875
2013-06-21 00:00:00+00:00,549.27375
2013-06-22 00:00:00+00:00,931.13125
2013-06-23 00:00:00+00:00,1429.1599999999999
2013-06-24 00:00:00+00:00,1639.6441666666667
2013-06-25 00:00:00+00:00,1740.6320833333332
2013-06-26 00:00:00+00:00,1891.6204166666666
2013-06-27 00:00:00+00:00,1980.4179166666665
2013-06-28 00:00:00+00:00,2027.8179166666666
2013-06-29 00:00:00+00:00,2090.190416666667
2013-06-30 00:00:00+00:00,2168.2741666666666
2013-07-01 00:00:00+00:00,2298.475
2013-07-02 00:00:00+00:00,2361.7941666666666
2013-07-03 00:00:00+00:00,2387.8483333333334
2013-07-04 00:00:00+00:00,2386.96125
2013-07-05 00:00:00+00:00,2360.8079166666666
2013-07-06 00:00:00+00:00,2309.1270833333333
2013-07-07 00:00:00+00:00,2242.494166666667
2013-07-08 00:00:00+00:00,2192.41375
2013-07-09 00:00:00+00:00,2049.8033333333333
2013-07-10 00:00:00+00:00,1898.4295833333333
2013-07-11 00:00:00+00:00,1755.6016666666667
2013-07-12 00:00:00+00:00,1597.0233333333333
2013-07-13 00:00:00+00:00,1447.23375
2013-07-14 00:00:00+00:00,1344.515
2013-07-15 00:00:00+00:00,1177.216818181818
2013-07-16 00:00:00+00:00,871.1583333333333
2013-07-17 00:00:00+00:00,710.2341666666666
2013-07-18 00:00:00+00:00,602.4679166666666
2013-07-19 00:00:00+00:00,520.4208333333333
2013-07-20 00:00:00+00:00,456.93416666666667
2013-07-21 00:00:00+00:00,451.39375
2013-07-22 00:00:00+00:00,666.1570833333334
2013-07-23 00:00:00+00:00,876.4954166666666
2013-07-24 00:00:00+00:00,990.4083333333333
2013-07-25 00:00:00+00:00,1071.325
2013-07-26 00:00:00+00:00,1107.4833333333333
2013-07-27 00:00:00+00:00,1132.7308333333333
2013-07-28 00:00:00+00:00,1160.2879166666667
2013-07-29 00:00:00+00:00,1196.7345833333334
2013-07-30 00:00:00+00:00,1231.6870833333332
2013-07-31 00:00:00+00:00,1261.5679166666666
2013-08-01 00:00:00+00:00,1290.9437500000001
2013-08-02 00:00:00+00:00,1315.4591666666668
